Year,Player,GS,MP,PER,TRB%,AST%,STL%,BLK%,TOV%,WS,FG%,3P%,2P%,FTA,FT%,PTS,mvp
1998,Tom Gugliotta,41,1582,20.5,12.8,17.9,2,1,12.9,5,0.502,0.118,0.513,223,0.821,823,Not MVP
1998,Tom Hammonds,2,1140,12.1,13.5,4.6,0.7,1.1,13.6,2.4,0.516,0,0.518,132,0.697,346,Not MVP
1998,Toni Kukoc,52,2235,17.3,8.4,23.4,1.8,1.2,14.1,7,0.455,0.362,0.48,219,0.708,984,Not MVP
1998,Tony Battie,49,1506,13.3,13.7,7.6,1.9,3.4,14.7,0.5,0.446,0.214,0.452,104,0.702,544,Not MVP
1998,Tony Delk,18,3362,9.6,4.866666667,17.33333333,1.533333333,0.333333333,22.36666667,0.533333333,0.511666667,0.510333333,0.504666667,100.6666667,0.657666667,1562,Not MVP
1998,Tony Dumas,0,47,5.4,6.5,18.3,0,0,27.3,0,0.5,0.5,0.5,3,0,14,Not MVP
1998,Tony Farmer,2,169,13.9,11.4,4.6,3.2,1.7,11.4,0.4,0.321,0.222,0.341,39,0.795,67,Not MVP
1998,Tony Massenburg,13,894,14.9,14.9,4,1.5,1.9,14,1.3,0.479,,0.479,137,0.73,396,Not MVP
1998,Tony Smith,0,80,6.4,5.3,19.8,3.3,1.8,25.9,-0.1,0.333,0,0.4,4,0.75,19,Not MVP
1998,Tracy McGrady,17,1179,17.4,12.8,14,2.2,3.6,12.9,2,0.45,0.341,0.462,111,0.712,451,Not MVP
1998,Tracy Murray,12,2227,17.3,7.1,6.5,1.6,0.8,8.5,6.5,0.446,0.392,0.482,209,0.871,1238,Not MVP
1998,Travis Best,0,1547,13.6,4.7,29.9,3,0.2,17.1,3.3,0.419,0.3,0.439,131,0.855,535,Not MVP
1998,Travis Knight,21,1503,13.6,14.3,10.9,1.8,4.3,15.3,3,0.441,0.273,0.465,103,0.786,482,Not MVP
1998,Travis Williams,0,365,13.7,15.2,9.2,2.6,1,17.7,0.5,0.471,0,0.475,46,0.522,136,Not MVP
1998,Troy Hudson,0,23,19.1,5.4,35.1,4.7,0,6.7,0,0.429,0,0.545,0,,12,Not MVP
1998,Tyrone Corbin,79,2699,12,7.9,10.6,2.1,0.2,9.7,5.5,0.439,0.348,0.46,128,0.789,806,Not MVP
1998,Tyrone Hill,56,2064,13.6,18,6.8,1.7,1.1,16.7,4.8,0.498,0,0.499,255,0.608,571,Not MVP
1998,Tyus Edney,7,623,17.8,5.2,36.3,4.2,0.1,19.9,1.4,0.431,0.3,0.437,111,0.793,277,Not MVP
1998,Vernon Maxwell,0,1272,11.6,5.2,13.93333333,1.233333333,0.466666667,12.23333333,0.533333333,0.386666667,0.307,0.442,40,0.806666667,582,Not MVP
1998,Vin Baker,82,2944,20.4,13.3,9.3,1.7,2.2,11.1,10.4,0.542,0.143,0.545,526,0.591,1574,Not MVP
1998,Vincent Askew,5,443,6.7,8.9,12.5,2.3,0.8,33,0.2,0.352,0,0.365,39,0.718,66,Not MVP
1998,Vinny Del,38,1721,11.1,5.1,17.5,1.2,0.2,9.3,3.7,0.441,0.436,0.441,93,0.796,513,Not MVP
1998,Vitaly Potapenko,0,1412,11,13.6,7.4,1,1.5,19.3,1.5,0.48,0,0.48,144,0.708,570,Not MVP
1998,Vlade Divac,41,1805,19.4,17.3,15.8,2.5,3.8,15.6,5.9,0.498,0.214,0.506,188,0.691,667,Not MVP
1998,Voshon Lenard,81,2621,13.3,6.5,11.8,1.2,0.4,9.6,7.1,0.425,0.405,0.441,179,0.788,1020,Not MVP
1998,Walt Williams,34,2940,13.46666667,7.733333333,14.13333333,2.066666667,1.666666667,13.33333333,1.466666667,0.385333333,0.363,0.4,83.33333333,0.863,1216,Not MVP
1998,Walter McCarty,64,2340,11.6,9.2,11.9,2.4,1.5,14.7,2.9,0.404,0.309,0.434,194,0.742,788,Not MVP
1998,Wesley Person,82,3198,15.1,7,10.3,2.2,1.2,9.6,10.3,0.46,0.43,0.486,170,0.776,1204,Not MVP
1998,Will Perdue,30,1491,14.8,20.7,6.1,0.8,2.4,18.6,4.7,0.549,0,0.551,133,0.526,394,Not MVP
1998,William Cunningham,4,78,17.1,42.8,2.633333333,1.866666667,0,0,0.066666667,0.444,,0.444,0,,16,Not MVP
1998,Willie Burton,0,43,21.4,12.1,4.3,2.5,3.3,3.7,0.2,0.381,0.333,0.417,12,0.667,27,Not MVP
1998,Xavier McDaniel,0,180,4.3,10,7,0.9,0.8,19.3,0,0.333,,0.333,8,0.625,25,Not MVP
1998,Yinka Dare,0,60,4.5,16.4,2.4,0,2.5,8.5,-0.1,0.222,,0.222,8,0.5,12,Not MVP
1998,Zan Tabak,68,1968,9.6,12.8,8.033333333,1.066666667,3,17.16666667,0,0.468666667,0,0.47,40.66666667,0.416,614,Not MVP
1998,Zydrunas Ilgauskas,81,2379,19.7,18.6,5.7,1.2,4.3,12.6,9.4,0.518,0.25,0.519,302,0.762,1139,Not MVP
1999,A.C. Green,35,924,12.5,13.9,4.5,1.6,0.6,6.4,1.4,0.422,0,0.435,52,0.577,246,Not MVP
1999,Aaron McKie,4,959,11.4,8.5,17.9,3.6,0.2,17.7,1.6,0.401,0.194,0.432,62,0.71,240,Not MVP
1999,Aaron Williams,2,458,15.2,16.1,7.8,1.6,3.9,16.2,1.1,0.423,0,0.426,74,0.73,158,Not MVP
1999,Adam Keefe,0,642,12.2,13.5,7.2,1.4,1.4,16.8,1.7,0.452,0,0.467,89,0.697,174,Not MVP
1999,Adonal Foyle,0,614,12.3,16.9,4.7,1.3,5.2,17.8,1.1,0.43,,0.43,51,0.49,129,Not MVP
1999,Adonis Jordan,0,18,18.9,0,27,9.2,0,25.8,0,0.5,0,1,4,0.5,6,Not MVP
1999,Al Harrington,0,160,6.4,14.5,5.2,1.4,0.9,14.9,-0.2,0.321,0,0.353,15,0.6,45,Not MVP
1999,Alan Henderson,37,1142,16,12.8,5.2,1.6,1.2,10.6,3.1,0.442,0,0.443,149,0.671,474,Not MVP
1999,Allan Houston,50,1815,13.1,4.9,15,1.1,0.4,14.1,2.9,0.418,0.407,0.421,195,0.862,813,Not MVP
1999,Alonzo Mourning*,46,1753,24.6,17.5,8.7,1.1,7.7,14.5,7.9,0.511,0,0.513,423,0.652,924,Not MVP
1999,Alvin Sims,0,25,10.9,9.3,34.2,4.3,0,33,-0.1,0.4,1,0.333,5,0.4,11,Not MVP
1999,Alvin Williams,45,1051,10.4,4.5,20.7,2.6,0.9,17.7,1.2,0.401,0.333,0.415,52,0.846,248,Not MVP
1999,Andrae Patterson,0,284,14.5,12.8,8.6,3.5,1.9,16.3,0.7,0.443,0,0.467,36,0.778,114,Not MVP
1999,Andrew DeClercq,64,2204,14.33333333,14.16666667,5.333333333,2.5,2.166666667,16.16666667,2.1,0.497666667,,0.497666667,94,0.669333333,742,Not MVP
1999,Andrew Gaze,0,58,8.5,4.8,17.8,1.9,1.2,13.8,0,0.32,0.313,0.333,0,,21,Not MVP
1999,Andrew Lang,13,386,7,14.2,6.1,0.7,2.4,13.5,-0.1,0.323,,0.323,23,0.696,80,Not MVP
1999,Anfernee Hardaway,50,1944,16.7,8.5,25.1,3.1,0.9,15.6,5,0.42,0.286,0.452,211,0.706,791,Not MVP
1999,Antawn Jamison,24,1058,16.6,15.2,5.9,1.9,1.1,12.8,2.3,0.452,0.3,0.456,153,0.588,449,Not MVP
1999,Anthony Avent,0,44,1.3,16.6,3.8,2.5,0,33.5,-0.1,0.308,,0.308,2,0.5,9,Not MVP
1999,Anthony Johnson,2,885,10.6,5,22.6,2.2,0.6,19.9,1.1,0.404,0.263,0.417,82,0.695,244,Not MVP
1999,Anthony Miller,0,249,13.1,15.7,4.6,1.5,1.4,11.4,0.6,0.467,0,0.475,22,0.636,70,Not MVP
1999,Anthony Parker,0,3,30.9,0,0,0,0,0,0,1,,1,0,,2,Not MVP
1999,Anthony Peeler,28,810,11.7,5.8,15.1,2.3,0.6,11.6,1.1,0.379,0.298,0.437,41,0.732,270,Not MVP
1999,Antoine Carr,0,152,8.9,11.9,10.1,0.4,4.6,14,0,0.404,0,0.412,7,0.714,47,Not MVP
1999,Antoine Walker,41,1549,17,13,15.2,2.1,1.3,12.6,2.6,0.412,0.369,0.426,202,0.559,784,Not MVP
1999,Antonio Daniels,0,614,16.1,4.9,29.5,2.6,0.7,17.2,1.8,0.454,0.294,0.47,65,0.754,220,Not MVP
1999,Antonio Davis,1,1271,16.7,16.1,4.4,1,2.4,10.4,4,0.471,,0.471,192,0.703,463,Not MVP
1999,Antonio Lang,0,65,8.8,15.7,2.6,1.7,1.2,28.7,0.1,0.667,,0.667,9,0.556,13,Not MVP
1999,Antonio McDyess,50,1937,21.7,16,8.7,2,4.2,11.8,4.2,0.471,0.111,0.474,338,0.68,1061,Not MVP
1999,Armen Gilliam,5,668,15.9,11.4,4.9,1.8,1.5,11.9,1.5,0.453,0,0.455,101,0.782,281,Not MVP
1999,Arvydas Sabonis*,48,1349,20.4,16.8,16.2,1.4,3.5,13.3,5.8,0.485,0.292,0.496,175,0.771,606,Not MVP
1999,Austin Croshere,0,249,12.3,10.7,6.8,1.6,2.4,21.3,0.3,0.427,0.276,0.522,23,0.87,92,Not MVP
1999,Avery Johnson,50,1672,14,4,37.4,1.7,0.5,18.3,3.9,0.473,0.083,0.483,88,0.568,487,Not MVP
1999,B.J. Armstrong,2,716,12.86666667,6.366666667,29.2,1.8,0,20.33333333,0.466666667,0.455,0.453333333,0.451666667,14,0.858333333,210,Not MVP
1999,Ben Davis,0,21,34.4,30.9,43,0,0,4.8,0.1,0.412,,0.412,6,0.5,17,Not MVP
1999,Ben Wallace,16,1231,16.2,18.2,2.3,2.2,5.5,12.3,3.6,0.578,,0.578,132,0.356,277,Not MVP
1999,Benoit Benjamin,0,33,-1.5,14.1,4.9,0,0,30,-0.1,0.286,,0.286,0,,4,Not MVP
1999,Bill Curley,7,372,7.4,7.7,5.5,2.4,1.8,10.9,0.7,0.403,0.2,0.418,22,0.864,78,Not MVP
1999,Bill Wennington,3,451,7,10.4,8,1.6,2,8.3,-0.3,0.348,1,0.345,22,0.818,143,Not MVP
1999,Billy Owens,19,451,11.9,10.2,14.5,1.4,0.7,15.5,0.2,0.394,0.455,0.39,35,0.8,163,Not MVP
1999,Bimbo Coles,32,1272,14.8,4.9,30.6,1.9,0.6,15.2,2.7,0.442,0.24,0.455,101,0.822,455,Not MVP
1999,Bison Dele,48,1177,15.8,14.1,11.9,1.8,2.8,18.7,2.4,0.501,0,0.502,118,0.686,513,Not MVP
1999,Blue Edwards,0,283,12.2,7.1,19,3.4,1.3,21.3,0.4,0.444,0.4,0.452,13,0.692,77,Not MVP
1999,Bo Outlaw,22,851,12.8,11.4,10.9,2.5,3.8,23.4,1.8,0.545,0,0.556,81,0.432,203,Not MVP
1999,Bob Sura,6,841,11,7.7,32,3,1.3,20.8,0.4,0.333,0.2,0.37,103,0.631,214,Not MVP
1999,Bobby Jackson,12,941,14.4,8,28.9,2.2,0.2,16.4,1.2,0.405,0.37,0.408,79,0.772,353,Not MVP
1999,Bobby Phills,43,1574,14.4,6.5,17.2,2,1.1,13.9,3,0.433,0.395,0.452,168,0.685,613,Not MVP
1999,Bonzi Wells,0,35,26.3,14.8,21.3,1.5,2.1,17.7,0.1,0.55,0.333,0.588,18,0.444,31,Not MVP
1999,Brad Miller,0,469,21.2,14.7,9,1,2.8,14.9,2.1,0.565,0.5,0.566,102,0.794,238,Not MVP
1999,Brandon Williams,0,4,24.4,14,0,0,0,0,0,,,,4,0.5,2,Not MVP
1999,Brent Barry,30,1181,12.9,7.2,19,1.9,0.7,15.2,1.6,0.396,0.302,0.484,101,0.772,412,Not MVP
1999,Brent Price,6,806,15,5.7,23.3,2.2,0.1,21.8,2.2,0.483,0.411,0.568,61,0.754,292,Not MVP
1999,Brevin Knight,38,1186,16.6,7,47.6,3.3,0.5,21.8,2.5,0.425,0,0.432,141,0.745,373,Not MVP
1999,Brian Evans,0,290,8.533333333,6.6,13.93333333,2.5,1.1,3.166666667,0.066666667,0.273,0.224,0.281333333,2.666666667,1,68,Not MVP
1999,Brian Grant,46,1525,17,17.8,7.4,0.7,1.7,16.6,5.9,0.479,,0.479,226,0.814,550,Not MVP
1999,Brian Shaw,0,5,-11.6,11.5,27.9,0,0,50,0,0,,0,0,,0,Not MVP
1999,Brian Skinner,0,258,13.2,12.1,0.7,2.1,3.8,18.2,0.1,0.465,,0.465,33,0.606,86,Not MVP
1999,Bruce Bowen,1,494,5,5.9,8.2,2.2,1.3,11.2,0,0.28,0.269,0.284,24,0.458,70,Not MVP
1999,Bruno Sundov,0,11,-8.8,0,16.8,0,0,12.5,-0.1,0.286,,0.286,0,,4,Not MVP
1999,Bryant Reeves,14,702,10.4,11.6,10,1,0.9,13.5,-0.1,0.406,0,0.408,116,0.578,271,Not MVP
1999,Bryant Stith,32,1194,10,5.2,11.4,1.2,0.9,12.3,0.5,0.393,0.292,0.451,71,0.859,320,Not MVP
1999,Bryce Drew,0,441,6.6,4.2,19,1.5,0.6,19,-0.1,0.364,0.327,0.388,8,1,118,Not MVP
1999,Bryon Russell,50,1770,14.1,9.2,7.3,2.4,0.6,12.3,5.6,0.464,0.354,0.514,171,0.795,622,Not MVP
1999,Calbert Cheaney,18,1266,8.8,6.5,9.6,1.6,0.9,8.6,0.4,0.414,0.216,0.434,67,0.493,385,Not MVP
1999,Carl Herrera,0,614,4.433333333,11.56666667,4.866666667,1.5,1.166666667,18.03333333,-0.166666667,0.351666667,0,0.355333333,7.333333333,0.337,130,Not MVP
1999,Carlos Rogers,0,8,23.3,7.2,26.7,0,0,0,0,1,,1,4,0.25,5,Not MVP
1999,Casey Shaw,0,14,-14.9,12.5,0,0,0,20,-0.1,0.125,,0.125,0,,2,Not MVP
1999,Cedric Ceballos,5,352,15.4,13.6,6.1,1.1,1,14.8,0.4,0.421,0.393,0.429,49,0.694,163,Not MVP
1999,Cedric Henderson,48,1517,9.9,8.3,14.2,2.1,1.3,16.4,0.5,0.417,0.167,0.424,91,0.813,454,Not MVP
1999,Charles Jones,5,476,6.5,5.2,15.5,2.1,0.8,17.9,-0.4,0.317,0.311,0.323,22,0.5,108,Not MVP
1999,Charles O'Bannon,1,165,13.3,12.6,13.4,0.7,1.5,11.8,0.3,0.429,0,0.436,8,1,56,Not MVP
1999,Charles Oakley,50,1633,10.8,13.3,17.1,1.5,1,20.9,2.1,0.428,0.2,0.432,83,0.807,348,Not MVP
1999,Charles Shackleford,4,367,12.1,20.7,6.2,0.7,2.6,20.8,0.7,0.489,,0.489,29,0.655,107,Not MVP
1999,Charles Smith,10,317,7.1,4.5,6.9,2.9,3.3,16.1,-0.5,0.361,0.212,0.438,16,0.438,84,Not MVP
1999,Charlie Ward,50,1556,13.2,6.5,30.1,3.7,0.4,26.2,3.1,0.404,0.356,0.443,78,0.705,378,Not MVP
1999,Chauncey Billups,41,1488,15.1,3.7,20.4,2.1,0.7,14.7,2.3,0.386,0.362,0.408,172,0.913,624,Not MVP
1999,Cherokee Parks,41,1118,9.5,12.8,5.7,1.3,1.9,14.1,0.2,0.429,0,0.431,55,0.545,266,Not MVP
1999,Chris Anstey,4,470,9.2,11.6,9.3,2.1,2,14,0.3,0.36,0,0.379,48,0.708,134,Not MVP
1999,Chris Carr,8,890,10.43333333,8.7,10.36666667,0.866666667,0.466666667,11.6,0.133333333,0.363666667,0.361666667,0.364666667,26.66666667,0.623,414,Not MVP
1999,Chris Childs,0,1297,11.1,6,25.8,1.9,0.1,22,2.9,0.427,0.383,0.451,78,0.821,328,Not MVP
1999,Chris Crawford,30,784,10.1,6.7,6.2,0.7,1.2,14.4,1.3,0.431,0.333,0.446,70,0.814,288,Not MVP
1999,Chris Dudley,16,685,9.6,16.6,1.7,1,4.3,15.9,1.5,0.44,,0.44,40,0.475,115,Not MVP
1999,Chris Gatling,6,1550,9.4,13.4,7.3,2.133333333,1,17.46666667,-0.033333333,0.431666667,0.089333333,0.441,62,0.42,544,Not MVP
1999,Chris King,0,42,-1.9,16,3.7,2.6,1.8,31.3,-0.1,0.286,,0.286,4,0,4,Not MVP
1999,Chris Mills,24,1395,13,9.1,12.7,1.5,0.7,10.5,3,0.411,0.278,0.456,96,0.823,483,Not MVP
1999,Chris Morris,2,535,15.3,13.2,6.9,1.6,1.6,11,1.6,0.43,0.286,0.516,46,0.87,184,Not MVP
1999,Chris Mullin*,50,1179,18.1,8.1,12.2,2.2,0.8,12.7,4.1,0.477,0.465,0.486,92,0.87,507,Not MVP
1999,Chris Webber,42,1719,19.5,16.7,17.8,1.7,3.3,14.8,3.6,0.486,0.118,0.503,174,0.454,839,Not MVP
1999,Chris Whitney,1,441,15.8,6.2,26.6,2.2,0.3,17.5,1,0.41,0.337,0.525,31,0.871,187,Not MVP
1999,Christian Laettner,0,337,14.6,9.8,12.4,2.5,2.9,12.7,0.7,0.358,0.333,0.359,57,0.772,121,Not MVP
1999,Chuck Person,21,990,9.6,7.9,10.5,1.1,0.6,11.9,0.9,0.388,0.35,0.432,32,0.75,303,Not MVP
1999,Chucky Brown,21,1192,11.6,8.6,8.9,0.7,1.2,8.7,1.6,0.472,0.375,0.483,59,0.678,407,Not MVP
1999,Clarence Weatherspoon,3,1040,17,14.1,6.1,1.5,1.2,15.7,4,0.534,,0.534,143,0.804,397,Not MVP
1999,Clifford Robinson,35,1740,18.3,7.6,12.8,2.3,2.6,10.7,5.3,0.475,0.417,0.492,234,0.697,819,Not MVP
1999,Corey Beck,0,360,10.8,9.466666667,13.7,2.966666667,0.6,21.23333333,0.133333333,0.471333333,1,0.46,10,0.665,90,Not MVP
1999,Corey Benjamin,1,320,8.3,7.4,6.3,1.9,1.9,13.5,-0.2,0.376,0.214,0.398,40,0.675,118,Not MVP
1999,Corie Blount,6,1060,9.2,17.5,3.4,1.666666667,2.266666667,14.33333333,0.466666667,0.365666667,0,0.371,36,0.514333333,200,Not MVP
1999,Corliss Williamson,50,1374,14.7,7.9,8.1,1.1,0.4,10.5,2.5,0.485,0.2,0.487,188,0.638,659,Not MVP
1999,Cory Alexander,4,778,11,5.5,26.6,2.4,0.5,19.8,-0.3,0.373,0.286,0.432,44,0.841,261,Not MVP
1999,Cory Carr,7,624,5.1,4.6,20.2,1.8,0.9,16.7,-1.2,0.329,0.167,0.355,32,0.75,171,Not MVP
1999,Cuttino Mobley,37,1456,12.2,4.5,13.7,1.6,1.1,14.8,2.3,0.425,0.358,0.463,110,0.818,487,Not MVP
1999,Dale Davis,50,1374,16.6,18,2.7,0.8,3,10.8,4.5,0.533,,0.533,123,0.618,398,Not MVP
1999,Dale Ellis,5,1232,13.1,5.4,5.3,1.1,0.2,9.6,2.4,0.441,0.433,0.449,70,0.757,495,Not MVP
1999,Damon Jones,0,688,13.8,6.966666667,19.7,2.1,0,11.46666667,0.466666667,0.355333333,0.401,0.305333333,11.33333333,0.806666667,250,Not MVP
1999,Damon Stoudamire,50,1673,14.7,5.8,32.8,1.6,0.2,13.9,3.6,0.396,0.31,0.421,122,0.73,631,Not MVP
1999,Dan Majerle,48,1624,10.2,7.7,15.4,1.3,0.3,14.7,3.5,0.396,0.335,0.526,46,0.717,337,Not MVP
1999,Dana Barros,16,1156,17.7,5.1,29.9,2.4,0.3,17.9,3.4,0.453,0.4,0.493,73,0.877,464,Not MVP
1999,Danny Ferry,10,1058,11,6.1,9.7,1.2,0.8,11.2,1.7,0.476,0.392,0.518,33,0.879,349,Not MVP
1999,Danny Fortson,38,1417,18.7,23.7,4,1.2,1.1,13.6,4.4,0.495,0,0.499,231,0.727,550,Not MVP
1999,Danny Manning,5,1184,15.4,10.8,16.2,1.6,2.4,13.7,2.6,0.484,0.111,0.493,112,0.696,453,Not MVP
1999,Danny Schayes,1,143,1.9,5.7,4.5,0.4,1.1,19.7,0,0.379,,0.379,8,0.75,28,Not MVP
1999,Darrell Armstrong,15,1502,22.2,7,40.8,3.9,0.2,20.8,6.4,0.441,0.365,0.483,178,0.904,690,Not MVP
1999,Darrick Martin,25,941,11.6,3,25.6,2.5,0.3,17.7,0.2,0.367,0.292,0.413,76,0.803,296,Not MVP
1999,David Vaughn,0,103,13.5,18.3,1.7,1,5.6,27.9,0.2,0.542,,0.542,10,0.8,34,Not MVP
1999,David Wesley,50,1848,16.9,5.1,31.3,2.9,0.4,18.4,4.8,0.446,0.359,0.485,191,0.832,706,Not MVP
1999,David Wingate,0,92,4.2,5.1,9.2,2.4,0,27.3,0,0.438,,0.438,0,,14,Not MVP
1999,DeJuan Wheat,0,590,12.8,4.5,31.4,2.4,0.3,18.1,0.3,0.378,0.367,0.383,55,0.727,208,Not MVP
1999,Dean Garrett,37,1054,13.6,13.6,4.1,1.5,3.2,10.3,2.9,0.502,,0.502,51,0.745,270,Not MVP
1999,Dee Brown,0,1377,13.9,4.3,18.8,2.2,0.4,13.4,2.5,0.378,0.387,0.356,55,0.727,549,Not MVP
1999,Dell Curry,0,864,18.7,5.9,10.3,2.3,0.3,11.4,2.6,0.485,0.476,0.492,34,0.824,423,Not MVP
1999,Dennis Rodman*,11,657,8,22.9,6.2,0.8,1.3,32.9,0.8,0.348,0,0.364,39,0.436,49,Not MVP
1999,Dennis Scott,18,1476,8.8,4.733333333,8.3,1.033333333,0.333333333,7.8,0.833333333,0.386,0.361,0.408333333,20.66666667,0.602333333,468,Not MVP
1999,Derek Anderson,13,978,16.5,7.1,28.5,2.7,0.3,17.5,2.1,0.398,0.304,0.424,165,0.836,409,Not MVP
1999,Derek Fisher,21,1131,12.1,4.7,25.8,2.8,0.1,20.5,1.7,0.376,0.392,0.367,79,0.759,296,Not MVP
1999,Derek Harper,29,1120,12.8,3.5,25.4,2.1,0.3,14.6,2,0.412,0.368,0.443,32,0.813,309,Not MVP
1999,Derek Strong,0,695,12.1,13.4,4.1,1.2,0.8,14.2,1.6,0.422,0,0.427,99,0.717,223,Not MVP
1999,Derrick Coleman,29,1178,15.6,16.4,12.1,1.1,2.6,15.5,2,0.414,0.212,0.432,190,0.753,486,Not MVP
1999,Derrick McKey,0,244,12.2,10,8.6,2.7,1.2,16.8,0.4,0.442,0,0.451,17,0.824,60,Not MVP
1999,Detlef Schrempf,39,1765,18.4,12.1,18,1.2,1.1,13.6,5.8,0.472,0.395,0.486,243,0.823,752,Not MVP
1999,Dickey Simpkins,35,1448,13.4,13.8,8.4,1.4,0.7,14.3,2.9,0.463,0,0.464,242,0.645,456,Not MVP
1999,Dikembe Mutombo*,50,1829,18.8,19.5,5.7,0.5,6,16.9,7.9,0.512,,0.512,285,0.684,541,Not MVP
1999,Dominique Wilkins*,2,252,15.4,16.4,12.7,0.9,0.3,13.3,0.3,0.379,0.263,0.398,42,0.69,134,Not MVP
1999,Don MacLean,10,365,13.4,10.3,7.9,0.7,1,11.4,0.2,0.396,0.273,0.429,80,0.625,185,Not MVP
1999,Don Reid,30,935,12.5,11.1,6,1.6,3.7,14.7,2.7,0.557,,0.557,79,0.608,242,Not MVP
1999,Donyell Marshall,20,1250,16.9,14.6,9.7,2,2.2,12.8,3,0.421,0.361,0.431,121,0.727,530,Not MVP
1999,Doug Christie,50,1768,16.9,6.8,19.4,3.5,1.1,13.6,4.2,0.388,0.304,0.415,246,0.841,760,Not MVP
1999,Doug Overton,2,488,11.225,4.2,17.725,1.275,0.175,16.425,0.025,0.42525,0.1965,0.45825,10,0.919,184,Not MVP
1999,Doug West,2,294,11.5,5,11.4,2.9,1.8,13.6,0.4,0.477,0,0.492,25,0.76,81,Not MVP
1999,Drew Barry,0,183,9,6.3,23.6,2,0.4,24.1,0.2,0.313,0.333,0.25,13,0.692,37,Not MVP
1999,Duane Causwell,1,137,8.1,15.5,2.8,0,6,30.9,0,0.571,,0.571,12,0.333,44,Not MVP
1999,Duane Ferrell,0,46,-2.3,7,0,1.2,1.6,6,-0.2,0.071,,0.071,4,0.75,5,Not MVP
1999,Dwayne Schintzius,0,67,0.7,15.9,17.4,0,3.3,36,-0.2,0.25,,0.25,4,0.75,11,Not MVP
1999,Earl Boykins,0,442,7.666666667,4.633333333,27.2,1.366666667,0,20.96666667,-0.2,0.400333333,0.173666667,0.468666667,2,0.667,130,Not MVP
1999,Ed Gray,3,337,4.8,4.9,7.4,2,0.2,12.8,-0.7,0.291,0.286,0.293,37,0.757,146,Not MVP
1999,Eddie Johnson,0,18,10.2,6.5,14.1,0,0,13.3,-0.1,0.462,0,0.5,0,,12,Not MVP
1999,Eddie Jones,100,3762,18.23333333,6.066666667,16.8,3.4,2.233333333,10.86666667,4,0.435333333,0.336666667,0.467666667,180.6666667,0.773666667,1560,Not MVP
1999,Elden Campbell,66,2918,16.96666667,16.3,7.6,1.133333333,3.6,12.66666667,2.833333333,0.467333333,0,0.468,179.3333333,0.633,1232,Not MVP
1999,Eldridge Recasner,2,708,11.1,6.4,22.5,1.3,0.1,22.4,0.8,0.446,0.4,0.468,39,0.872,222,Not MVP
1999,Elliot Perry,0,580,15.73333333,7.6,33.7,3.966666667,0,19.93333333,-0.033333333,0.419,0.602666667,0.4,9.333333333,0.654666667,196,Not MVP
1999,Eric Montross,2,577,9.1,14.7,3.9,1.2,3.8,14.5,1.3,0.525,0,0.532,32,0.344,95,Not MVP
1999,Eric Murdock,8,401,12.3,4.8,27.9,2.9,0.4,18.8,0.4,0.395,0.364,0.402,26,0.808,119,Not MVP
1999,Eric Piatkowski,38,1242,15.3,6.7,7.6,1.9,0.4,10.3,2.3,0.432,0.394,0.456,102,0.863,513,Not MVP
1999,Eric Riley,11,337,11.8,16.5,5.8,1.4,5.6,27.8,0.7,0.519,,0.519,31,0.71,78,Not MVP
1999,Eric Snow,48,1716,12.9,5.5,29.5,3.2,0,21.1,3.8,0.428,0.238,0.44,150,0.733,413,Not MVP
1999,Eric Washington,6,761,9.5,6.8,6.5,1.7,1.7,14.7,0.3,0.397,0.381,0.414,32,0.688,205,Not MVP
1999,Eric Williams,8,780,10.7,6,8,1.8,0.7,14.9,0.2,0.365,0.231,0.383,139,0.799,277,Not MVP
1999,Erick Dampier,50,1414,11.8,14.4,6.4,1,3,15.4,1.5,0.389,,0.389,204,0.588,442,Not MVP
1999,Erick Strickland,2,567,18,8.2,19.9,3.8,0.3,12.6,1.3,0.403,0.305,0.438,65,0.815,249,Not MVP
1999,Ervin Johnson,7,1027,14.5,18.8,2.9,1.6,4.6,16.7,3,0.508,,0.508,105,0.61,256,Not MVP
1999,Etdrick Bohannon,0,4,0,0,0,0,0,,0,,,,0,,0,Not MVP
1999,Felipe Lopez,32,1218,11.8,8,9.5,2.2,0.9,15.8,0.5,0.446,0.273,0.469,135,0.644,437,Not MVP
1999,Felton Spencer,0,159,9.8,15.5,0,1.7,4.7,16.8,0.3,0.455,,0.455,26,0.462,42,Not MVP
1999,Fred Hoiberg,0,87,4,7.5,7.1,0,0,11.3,0,0.286,0.111,0.417,6,1,19,Not MVP
1999,Gary Grant,0,7,18.1,0,59.7,7.7,0,0,0,0,,0,0,,0,Not MVP
1999,Gary Payton*,50,2008,23.1,7,41.3,2.9,0.4,12.9,7.2,0.434,0.295,0.495,276,0.721,1084,Not MVP
1999,Gary Trent,23,1362,20.8,14.5,11,1.1,1.2,8.6,4,0.477,0,0.481,235,0.617,719,Not MVP
1999,George Lynch,43,1315,12.8,12.3,10.1,3.5,1.3,17,2.6,0.421,0.391,0.423,84,0.631,356,Not MVP
1999,George McCloud,16,1245,13.6,7.6,10,1.9,0.9,11.9,3.3,0.438,0.416,0.462,87,0.862,428,Not MVP
1999,Gerald Brown,0,236,7.3,5.4,21.7,1.1,0.3,18.8,-0.3,0.371,0.3,0.38,14,0.786,80,Not MVP
1999,Gerald Wilkins,0,28,-14.8,2.1,5.1,0,0,23.3,-0.2,0,,0,2,1,2,Not MVP
