Year,Player,GS,MP,PER,TRB%,AST%,STL%,BLK%,TOV%,WS,FG%,3P%,2P%,FTA,FT%,PTS,mvp
2001,Lamar Odom,74,2836,18.9,11.9,25,1.4,3,17.8,6.5,0.46,0.316,0.506,386,0.679,1304,Not MVP
2001,Lamond Murray,46,2225,13.9,8.9,10.1,2,0.9,12.2,2.3,0.423,0.37,0.434,211,0.735,998,Not MVP
2001,Lari Ketner,0,7,-10.6,0,20.2,0,0,100,-0.1,,,,0,,0,Not MVP
2001,Laron Profit,12,605,11.7,6.2,23.5,3.1,1.3,22.1,0.3,0.394,0.269,0.422,45,0.733,152,Not MVP
2001,Larry Hughes,45,1846,13.9,7.9,21,2.7,1.1,14.2,0.6,0.383,0.187,0.403,252,0.766,823,Not MVP
2001,Larry Johnson,65,2105,11.2,10.4,10.5,1,1.1,12.9,4.1,0.411,0.313,0.448,128,0.797,645,Not MVP
2001,Larry Robinson,2,1264,-10.23333333,5.133333333,6.1,1.533333333,0.133333333,40.8,0.733333333,0.364,0.379,0.338,16,0.875,398,Not MVP
2001,Latrell Sprewell,77,3017,15.1,7,17.2,1.9,0.8,13.7,5.1,0.43,0.304,0.446,351,0.783,1364,Not MVP
2001,Lavor Postell,0,169,7.2,8.9,5,1.3,1,20.5,-0.1,0.315,0.273,0.326,27,0.815,59,Not MVP
2001,Lawrence Funderburke,2,698,16.1,15.1,4,0.7,1.2,10.4,1.9,0.496,,0.496,77,0.623,288,Not MVP
2001,Lee Nailon,0,469,11.7,11.2,9.1,1,0.8,14.8,0.9,0.485,0,0.489,43,0.744,164,Not MVP
2001,Lindsey Hunter,5,2002,14.8,4.8,17.4,2.7,0.4,7.6,4.6,0.381,0.373,0.388,96,0.802,825,Not MVP
2001,Lorenzen Wright,46,1988,15.7,15,8,1.1,2.3,12.1,3.2,0.448,0,0.449,216,0.718,881,Not MVP
2001,Loy Vaught,2,1098,14,17.96666667,7.066666667,2,0.9,13.2,0.666666667,0.483,,0.483,6.666666667,0.822333333,336,Not MVP
2001,Luc Longley,2,301,3.7,13.3,3.7,0.6,2.4,26.4,0,0.333,,0.333,17,0.765,49,Not MVP
2001,Lucious Harris,50,2071,12.9,8,11.3,1.9,0.6,8.5,3.1,0.425,0.348,0.445,139,0.77,683,Not MVP
2001,Mahmoud Abdul-Rauf,0,486,16.7,2.9,32.7,1,0.1,9.1,0.7,0.488,0.286,0.5,29,0.759,266,Not MVP
2001,Malik Rose,9,1219,14.8,14.3,6.6,2.6,2.3,14.4,3.3,0.435,0.176,0.447,160,0.713,437,Not MVP
2001,Mamadou N'Diaye,0,10,6.6,11.3,0,0,0,0,0,0.25,,0.25,2,1,4,Not MVP
2001,Marc Jackson,35,1410,16.1,13.6,7.3,1.2,1.4,13.6,2.6,0.467,0.217,0.478,192,0.802,633,Not MVP
2001,Marcus Camby,63,2127,20.9,20.5,4.5,1.7,5.2,8.5,10.3,0.524,0.125,0.53,225,0.667,759,Not MVP
2001,Marcus Fizer,13,1580,11,11.8,9.4,1,0.9,14.7,-0.7,0.43,0.256,0.442,161,0.727,683,Not MVP
2001,Mario Elie,67,1506,9.3,5.8,12.9,2,0.6,17.8,3.1,0.423,0.36,0.466,69,0.797,299,Not MVP
2001,Mark Blount,50,1098,11.1,12.3,4.8,1.8,5.3,21.3,1.9,0.505,,0.505,66,0.697,248,Not MVP
2001,Mark Bryant,1,101,2.1,11.6,4.2,0.5,1.4,18.4,0,0.4,,0.4,5,0.6,19,Not MVP
2001,Mark Jackson,164,5176,14.33333333,7.266666667,38.43333333,1.666666667,0.166666667,22.2,3.933333333,0.417333333,0.331,0.46,62,0.718666667,1262,Not MVP
2001,Mark Madsen,3,641,9.2,13.4,5.4,0.7,0.9,17.3,1.1,0.487,1,0.482,37,0.703,137,Not MVP
2001,Mark Pope,45,942,7.2,8.8,5.6,0.9,2,9.7,1.3,0.437,0.208,0.483,35,0.629,151,Not MVP
2001,Mark Strickland,4,1438,11.13333333,12.2,5.633333333,1.133333333,1.9,11.96666667,0.4,0.421,0.5,0.417666667,46.66666667,0.665666667,504,Not MVP
2001,Mateen Cleaves,8,1268,9,5.6,26.8,2,0.1,23.2,-0.1,0.4,0.294,0.405,137,0.708,422,Not MVP
2001,Matt Bullard,5,1000,13,7.5,6.9,0.5,0.6,3.7,2.6,0.423,0.404,0.467,14,0.714,354,Not MVP
2001,Matt Geiger,4,542,11.5,14.5,4.5,1.2,1.1,9.2,0.7,0.393,0,0.396,54,0.685,213,Not MVP
2001,Matt Harpring,55,1615,13.3,8.7,10.9,1.4,0.8,13.1,2.6,0.454,0.25,0.477,165,0.812,623,Not MVP
2001,Matt Maloney,27,1403,10.4,4.6,17.6,2.1,0.3,16.2,1.5,0.42,0.359,0.461,34,0.765,369,Not MVP
2001,Maurice Taylor,69,1972,14.9,11.1,9.7,0.8,1.3,12.6,3.2,0.489,0,0.492,162,0.735,899,Not MVP
2001,Metta World,74,2363,13.6,7.4,17.6,3.5,1.4,14.5,1.9,0.401,0.291,0.426,280,0.75,907,Not MVP
2001,Michael Curry,58,1485,7.5,4.4,13.9,0.9,0.1,14.8,1.7,0.455,0.444,0.455,73,0.849,356,Not MVP
2001,Michael Dickerson,69,2618,12.4,5,15.8,1.2,0.7,12.5,1.8,0.417,0.374,0.429,270,0.763,1142,Not MVP
2001,Michael Doleac,21,1398,9.9,10.8,7.8,1.4,2.2,9.6,1.5,0.417,0,0.42,59,0.847,490,Not MVP
2001,Michael Finley,82,3443,18.2,6.9,18.3,1.8,0.7,10.1,8.5,0.458,0.346,0.481,325,0.775,1765,Not MVP
2001,Michael Hawkins,0,76,3.7,3.8,24.8,1.4,0,40,0,0.333,0.5,0.2,0,,8,Not MVP
2001,Michael Olowokandi,82,2127,10,14.1,3.7,0.8,3.6,17.9,-0.4,0.435,,0.435,156,0.545,701,Not MVP
2001,Michael Redd,0,35,3.4,6.5,4.4,1.5,0,4.4,-0.1,0.263,0,0.313,6,0.5,13,Not MVP
2001,Michael Ruffin,16,879,10.1,17.7,6.9,1.8,3.2,27.1,1,0.444,,0.444,77,0.506,119,Not MVP
2001,Michael Smith,29,1610,14,20.4,9.6,1.8,1.6,17.8,3.6,0.486,0,0.488,154,0.578,301,Not MVP
2001,Michael Stewart,0,123,8.7,13.3,2.4,1.7,1.7,10.7,0.1,0.324,,0.324,18,0.611,33,Not MVP
2001,Mike Bibby,82,3190,16.8,5.5,38.3,1.8,0.3,16.7,5.3,0.454,0.379,0.478,188,0.761,1301,Not MVP
2001,Mike Miller,62,2390,13.2,7.6,9.7,1.1,0.6,9.7,5.3,0.436,0.407,0.457,128,0.711,975,Not MVP
2001,Mike Penberthy,0,851,11.2,4.2,12.4,1.4,0.2,12.6,1.6,0.414,0.396,0.446,31,0.903,267,Not MVP
2001,Mike Smith,0,180,8.1,7.2,9,1.4,1.2,9.6,-0.1,0.322,0.167,0.39,16,0.625,51,Not MVP
2001,Mikki Moore,2,1154,12.9,14.7,4.6,1.1,3.7,18.5,2.8,0.493,0,0.494,130,0.731,359,Not MVP
2001,Milt Palacio,6,1141,12.3,5.2,22.5,2.2,0,20.6,1.8,0.472,0.333,0.494,92,0.848,342,Not MVP
2001,Mitch Richmond*,30,1216,14.9,5.2,16.6,1.8,0.4,12.8,1.6,0.407,0.338,0.431,160,0.894,598,Not MVP
2001,Monty Williams,0,1211,11,11.1,10.5,1.2,1,16.7,1.3,0.445,0.077,0.459,133,0.639,410,Not MVP
2001,Moochie Norris,6,1654,16.2,6.9,27.1,2.2,0.1,17.7,4.4,0.446,0.281,0.491,194,0.778,544,Not MVP
2001,Mookie Blaylock,59,2352,15.8,6.1,32.3,3.5,0.6,13.3,3.5,0.396,0.324,0.424,76,0.697,760,Not MVP
2001,Morris Peterson,49,1809,14.1,8.1,9.6,1.8,0.8,9.6,3.6,0.431,0.382,0.447,145,0.717,747,Not MVP
2001,Muggsy Bogues,0,34,-0.5,5,19.3,3.1,0,66.7,-0.1,0,0,0,0,,0,Not MVP
2001,Nazr Mohammed,44,1824,18.26666667,18.1,3.433333333,1.666666667,2.733333333,11.93333333,1.666666667,0.474333333,0,0.475333333,84,0.657,882,Not MVP
2001,Nick Anderson,0,169,6.4,8,11,3,1.6,10.9,0,0.246,0.256,0.222,0,,38,Not MVP
2001,Nick Van,70,2688,18.5,4.9,38.4,1.2,0.5,11.9,6.4,0.414,0.377,0.431,249,0.819,1259,Not MVP
2001,Obinna Ekezie,0,562,1.9,15.5,3.6,0.6,0.866666667,8,0.266666667,0.270333333,,0.270333333,35.33333333,0.698,202,Not MVP
2001,Olden Polynice,79,1619,9.9,14.5,3.1,0.9,3.9,15,2,0.496,0,0.498,65,0.262,429,Not MVP
2001,Olumide Oyedeji,1,221,10.6,17.4,1.3,1.7,3.3,20.6,0.4,0.486,,0.486,12,0.75,45,Not MVP
2001,Othella Harrington,90,3630,12.2,12.13333333,5.533333333,1.1,2,19.73333333,1.666666667,0.502333333,0,0.504666667,149.3333333,0.757,1330,Not MVP
2001,Otis Thorpe,4,647,7.6,12.8,7.3,1,0.8,18.4,1,0.45,,0.45,24,0.833,138,Not MVP
2001,P.J. Brown,79,2811,13.3,15.1,7.3,1.5,2.4,14.2,8,0.444,0,0.447,209,0.852,676,Not MVP
2001,Pat Garrity,1,1579,10.1,7.4,5.3,1.3,0.7,9.9,2.5,0.387,0.433,0.358,98,0.867,628,Not MVP
2001,Patrick Ewing*,79,2107,12.9,15.9,7,1.3,3.1,16,2,0.43,0,0.431,251,0.685,760,Not MVP
2001,Paul McPherson,0,1190,13.7,7.266666667,11.66666667,2.166666667,0.466666667,16.4,0.6,0.504,0.166666667,0.524333333,38.66666667,0.726666667,524,Not MVP
2001,Paul Pierce,82,3120,22.3,9.8,16.9,2.3,1.7,12.5,10.4,0.454,0.383,0.478,738,0.745,2071,Not MVP
2001,Peja Stojakovic,75,2905,18.4,8,9.6,1.6,0.3,9.9,10.1,0.47,0.4,0.501,312,0.856,1529,Not MVP
2001,Pepe Sanchez,0,300,8.5,4.666666667,36.33333333,3.7,0.366666667,19.76666667,0.2,0.25,0,0.261,1.333333333,1,40,Not MVP
2001,Pervis Ellison,0,40,2.4,17.2,10.5,0,3.6,27.6,0,0.286,,0.286,2,1,6,Not MVP
2001,Popeye Jones,1,638,13.1,20.2,7.8,1.5,0.9,10.6,1.2,0.392,0.167,0.401,55,0.745,162,Not MVP
2001,Quentin Richardson,28,1358,16.5,10.8,8.3,1.7,0.4,9.7,3,0.442,0.331,0.487,158,0.627,613,Not MVP
2001,Quincy Lewis,2,402,7.1,7.2,7.2,1.3,2,11.4,0.3,0.407,0.36,0.418,21,0.714,124,Not MVP
2001,Raef LaFrentz,74,2457,17.6,13.4,7.3,0.8,5.8,9.5,6.8,0.477,0.367,0.499,262,0.698,1008,Not MVP
2001,Rafer Alston,2,288,12.1,6.1,34.6,2.4,0,18.2,0.3,0.357,0.267,0.407,13,0.692,77,Not MVP
2001,Raja Bell,0,30,-0.6,1.9,0,1.8,0,22.2,-0.1,0.286,0.333,0.25,0,,5,Not MVP
2001,Randy Brown,35,1238,8.2,4.7,20.1,2.6,0.6,18,0.9,0.422,0,0.427,40,0.575,223,Not MVP
2001,Randy Livingston,0,7,-3.7,7.6,19.2,0,0,0,0,0,0,0,0,,0,Not MVP
2001,Rashard Lewis,78,2720,17.3,11.4,7.6,1.8,1.2,11.6,8,0.48,0.432,0.503,213,0.826,1151,Not MVP
2001,Rasheed Wallace,75,2940,20.9,12.2,12.9,1.6,3.4,10.7,11,0.501,0.321,0.53,320,0.766,1477,Not MVP
2001,Rasho Nesterovic,39,1233,10.4,13.2,5.4,1.1,3.6,13.7,1.5,0.461,0,0.462,65,0.523,328,Not MVP
2001,Ray Allen,82,3129,22.9,7.8,20.4,2.1,0.5,12.1,13.7,0.48,0.433,0.506,392,0.888,1806,Not MVP
2001,Reggie Miller*,81,3181,17.3,5.1,15,1.4,0.3,9.1,10.3,0.44,0.366,0.487,348,0.928,1527,Not MVP
2001,Reggie Slater,16,686,14.1,15.5,5.7,1.4,0.9,16.1,1.8,0.514,,0.514,110,0.673,254,Not MVP
2001,Richard Hamilton,42,2519,15.7,5.5,17.7,1.5,0.3,12.6,2.4,0.438,0.274,0.46,319,0.868,1411,Not MVP
2001,Rick Brunson,0,416,6.566666667,6.9,23.23333333,1.8,0.3,22.56666667,-0.1,0.346666667,0.108333333,0.411,10,0.548,92,Not MVP
2001,Rick Fox,77,2291,13.8,8,17.4,1.6,0.9,16.3,5.1,0.444,0.393,0.488,122,0.779,787,Not MVP
2001,Ricky Davis,0,70,18.9,5.9,31,3.9,2.2,13.3,0.2,0.414,1,0.393,8,0.875,32,Not MVP
2001,Robert Horry,1,1587,11,10.5,11.7,1.8,2.4,15.9,2.6,0.387,0.346,0.415,83,0.711,407,Not MVP
2001,Robert Pack,11,1260,14.8,5.9,38.2,2.7,0.1,21.7,1.1,0.425,0.387,0.428,137,0.766,479,Not MVP
2001,Robert Traylor,7,1212,14.1,14.3,8.7,2.1,4.6,20.2,1.9,0.497,0,0.5,141,0.567,402,Not MVP
2001,Rod Strickland,56,2742,15.23333333,6,35.96666667,1.9,0.266666667,17.6,1.466666667,0.422666667,0.161666667,0.43,115.3333333,0.703333333,996,Not MVP
2001,Rodney Buford,0,573,11.3,7.3,5.4,1.6,0.8,10.3,0.8,0.432,0.421,0.433,29,0.828,248,Not MVP
2001,Rodney Rogers,3,2183,14.6,9.3,14.5,2.3,1.6,13.8,4.7,0.43,0.296,0.467,247,0.761,998,Not MVP
2001,Ron Harper,46,1139,12.5,8.2,14.8,1.8,1.5,17.5,1.8,0.469,0.264,0.543,48,0.708,307,Not MVP
2001,Ron Mercer,61,2535,14.8,5.5,16.2,1.7,0.8,9.6,1.8,0.446,0.304,0.452,228,0.825,1202,Not MVP
2001,Roshown McLeod,50,1844,7.333333333,7.333333333,7.4,0.866666667,0.4,20.43333333,0.266666667,0.457666667,0.062,0.640333333,34,0.882,674,Not MVP
2001,Ruben Garces,0,146,8.466666667,25.33333333,10.96666667,2.8,3.2,12.56666667,0,0.261666667,,0.261666667,5.333333333,0.25,32,Not MVP
2001,Ruben Patterson,22,2059,19.3,10.7,13.4,2.6,1.6,14.6,5.5,0.494,0.056,0.516,361,0.681,988,Not MVP
2001,Ruben Wolkowyski,1,305,6.4,8.7,1.4,1,4.3,11.3,-0.1,0.316,0,0.325,34,0.735,75,Not MVP
2001,Ryan Bowen,0,696,13.3,8.8,6.8,2.8,1.2,12.8,1.7,0.556,0.364,0.571,44,0.614,191,Not MVP
2001,Sam Cassell,75,2709,20.1,6.1,36.4,1.7,0.2,14.7,8.5,0.474,0.306,0.49,323,0.858,1381,Not MVP
2001,Sam Jacobson,0,59,10.7,5.8,10.6,2.7,0,0,0.2,0.5,,0.5,3,0.667,20,Not MVP
2001,Sam Mitchell,4,983,8.2,7.1,8.6,1.4,0.7,10.3,0.6,0.408,0.209,0.443,55,0.727,285,Not MVP
2001,Sam Perkins,41,999,11.1,9.5,6.6,1.8,1.3,7.3,2,0.381,0.345,0.414,38,0.842,242,Not MVP
2001,Samaki Walker,1,963,12.2,14.3,5,0.6,2.9,18.2,1.9,0.48,0.333,0.482,124,0.629,321,Not MVP
2001,Scot Pollard,8,1658,15,15.1,4.2,1.5,3.9,12.3,5.4,0.468,0,0.471,171,0.749,498,Not MVP
2001,Scott Burrell,0,41,12.8,4.2,4.6,3.9,0,0,0.1,0.467,0.333,0.556,4,0.25,17,Not MVP
2001,Scott Padgett,0,127,17.6,19,6.5,2.5,1.9,16.2,0.4,0.419,0.556,0.382,20,0.75,56,Not MVP
2001,Scott Williams,31,1272,14.2,16.2,4.2,2,1.8,9.5,3.4,0.474,0.25,0.476,70,0.857,403,Not MVP
2001,Scottie Pippen*,60,2133,15.3,9.3,21.8,2.4,1.2,18.8,5.1,0.451,0.344,0.5,161,0.739,721,Not MVP
2001,Sean Colson,0,88,3.7,8.466666667,37.03333333,1,0,11.93333333,-0.066666667,0.188666667,0.15,0.198666667,2.666666667,0.5,30,Not MVP
2001,Sean Elliott,34,1229,12.4,7.8,10.8,1,1.4,11.9,3,0.434,0.426,0.438,84,0.714,409,Not MVP
2001,Sean Rooks,0,1553,11.5,11.2,8.1,1.2,2.9,13.7,2.3,0.428,0.5,0.427,143,0.748,446,Not MVP
2001,Shammond Williams,6,1238,15.4,6.1,24.2,1.3,0.2,16.7,2.9,0.438,0.459,0.426,96,0.875,467,Not MVP
2001,Shandon Anderson,82,2396,11.9,8,12.5,1.8,1.2,16.3,3.9,0.446,0.271,0.517,188,0.734,710,Not MVP
2001,Shareef Abdur-Rahim,81,3241,19.1,13,14.3,1.5,1.6,13.2,8.5,0.472,0.188,0.487,531,0.834,1663,Not MVP
2001,Shawn Bradley,35,2001,16.2,17,2.8,0.9,8.1,14.3,6.3,0.49,0.167,0.494,178,0.787,579,Not MVP
2001,Shawn Kemp,3,1083,11.4,14.3,9.9,2.2,1.6,17.4,0.9,0.407,0.364,0.408,131,0.771,441,Not MVP
2001,Shawn Marion,79,2857,21,16.8,10.2,2.4,2.7,9.1,11.7,0.48,0.256,0.497,289,0.81,1369,Not MVP
2001,Shawnelle Scott,1,144,12,19.6,4.6,1.9,2.9,17.8,0.2,0.415,,0.415,22,0.409,43,Not MVP
2001,Sherman Douglas,7,1094,9.9,3.9,22.2,1.7,0.3,18.3,0.2,0.403,0.2,0.433,115,0.748,338,Not MVP
2001,Soumaila Samake,0,226,9,13.5,0.7,0.5,4.6,6.4,0.1,0.375,,0.375,24,0.417,46,Not MVP
2001,Stacey Augmon,23,1182,12.3,8,12.7,2.2,1.3,13.6,2.5,0.477,0,0.485,87,0.655,311,Not MVP
2001,Stanislav Medvedenko,0,39,21.8,13,10.8,1.3,1.8,9,0.1,0.48,1,0.458,12,0.583,32,Not MVP
2001,Stephen Jackson,40,1660,12.1,7.2,15.1,2.7,0.6,17.1,0.9,0.425,0.335,0.458,135,0.719,635,Not MVP
2001,Stephon Marbury,67,2557,22.7,4.6,40.8,1.6,0.1,11.8,7.8,0.441,0.328,0.481,458,0.79,1598,Not MVP
2001,Steve Francis,79,3194,21.6,10,28.4,2.3,0.7,15.8,12.2,0.451,0.396,0.472,438,0.817,1591,Not MVP
2001,Steve Goodrich,0,133,4.1,9.4,7.1,0.8,0.6,27.5,-0.1,0.389,0.333,0.4,7,0.571,19,Not MVP
2001,Steve Kerr,1,650,10.6,3,14.1,1.3,0.1,11.3,1.5,0.421,0.429,0.415,15,0.933,181,Not MVP
2001,Steve Smith,36,2542,15.9,6.4,13.6,1,0.7,12.7,8.2,0.456,0.339,0.504,347,0.89,1105,Not MVP
2001,Stromile Swift,6,1312,13.1,12.4,3.5,2.5,4.3,13.8,1.9,0.451,0,0.457,141,0.603,391,Not MVP
2001,Tariq Abdul-Wahad,12,420,5.8,7.6,8.1,1.7,2.1,21.1,-0.4,0.387,0.4,0.386,36,0.583,111,Not MVP
2001,Terrance Roberson,0,13,-15,4.4,10.9,0,0,50,-0.1,0,0,0,0,,0,Not MVP
2001,Terrell Brandon,78,2821,20,6,33.7,3,0.5,11.2,8.5,0.451,0.363,0.458,224,0.871,1250,Not MVP
2001,Terry Davis,1,228,6.7,12.6,4.4,0.2,0.3,12.6,0.2,0.48,,0.48,22,0.409,33,Not MVP
2001,Terry Mills,0,113,1.1,10.5,7.2,1.4,0.6,22.7,-0.2,0.324,0.176,0.471,0,,25,Not MVP
2001,Terry Porter,42,1678,15.5,6.8,24.5,1.7,0.5,17.5,5.4,0.448,0.424,0.468,116,0.793,573,Not MVP
2001,Theo Ratliff,50,1800,16.3,13,5.3,0.9,7.6,18.6,5.2,0.499,,0.499,217,0.76,621,Not MVP
2001,Tim Hardaway,77,2613,16.7,4.6,35.5,1.9,0.2,14.4,6.4,0.392,0.366,0.417,181,0.801,1150,Not MVP
2001,Tim James,0,197,5.8,10.1,6.5,0.5,1.9,12.1,0.1,0.308,0.333,0.306,14,0.857,45,Not MVP
2001,Tim Thomas,16,2086,16.4,8.5,10.5,1.9,1.6,11.6,5.5,0.43,0.412,0.44,253,0.771,954,Not MVP
2001,Todd Day,0,345,10.1,6.1,12.2,1.5,1.4,15.8,0.3,0.373,0.377,0.367,23,0.783,132,Not MVP
2001,Todd Fuller,0,77,9.3,13.9,2.4,2.1,2,7.2,0,0.286,,0.286,8,1,28,Not MVP
2001,Todd MacCulloch,3,597,18.3,15.9,3.1,0.6,2.3,11.2,2.5,0.589,,0.589,66,0.636,260,Not MVP
2001,Tom Gugliotta,2,1159,11.1,12.5,7.7,2.1,1.3,11,1.8,0.392,0.25,0.397,77,0.792,362,Not MVP
2001,Tom Hammonds,0,30,-4.9,7.6,4.8,0,0,21.6,-0.1,0.3,,0.3,2,0.5,7,Not MVP
2001,Toni Kukoc,38,3194,18.3,9.066666667,23.9,1.533333333,0.5,14.56666667,3.133333333,0.474333333,0.445666667,0.483666667,106.6666667,0.634333333,1442,Not MVP
2001,Tony Battie,25,845,15.2,16.1,3.3,1.7,5.4,13.8,2.3,0.537,0,0.545,69,0.638,260,Not MVP
2001,Tony Delk,11,2288,13.4,6.5,12.1,1.7,0.5,9,4.6,0.415,0.321,0.436,235,0.787,1005,Not MVP
2001,Tony Massenburg,20,823,9.6,14.6,1.8,0.6,2.4,17.3,0.7,0.462,,0.462,70,0.7,233,Not MVP
2001,Tony Smith,0,78,3.8,2.1,20.5,4.7,0,27.4,-0.2,0.348,0,0.381,2,0.5,17,Not MVP
2001,Tracy McGrady,77,3087,24.9,10.4,22.8,1.9,2.8,9.1,12.2,0.457,0.355,0.468,587,0.733,2065,Not MVP
2001,Tracy Murray,2,1176,11.03333333,7.966666667,7.433333333,1.166666667,0.733333333,8.966666667,0.4,0.362333333,0.339,0.379333333,28,0.812,514,Not MVP
2001,Trajan Langdon,5,1116,11.8,4.6,11.9,1.8,0.6,13.1,2,0.431,0.411,0.444,76,0.895,389,Not MVP
2001,Travis Best,21,2457,16.7,5.1,34,2.4,0.3,12.5,7.2,0.44,0.381,0.449,226,0.827,918,Not MVP
2001,Travis Knight,0,256,0.9,12.5,3,1.1,3.5,14.1,-0.3,0.189,0,0.192,18,0.5,29,Not MVP
2001,Troy Hudson,7,1008,10.2,5.8,25.5,1.9,0.2,18,0.1,0.336,0.202,0.392,104,0.817,357,Not MVP
2001,Tyrone Corbin,1,117,-2.2,6.3,5,0.9,0,7,-0.3,0.237,0,0.273,4,0.5,20,Not MVP
2001,Tyrone Hill,75,2363,12.4,16.4,3.3,0.8,0.8,15.2,5.5,0.474,0,0.474,273,0.63,728,Not MVP
2001,Tyrone Nesby,68,3112,8.8,6.666666667,7.533333333,1.666666667,0.866666667,9.366666667,0.166666667,0.349333333,0.26,0.397666667,70.66666667,0.797333333,1024,Not MVP
2001,Tyronn Lue,1,468,8.7,3.9,14.3,2.1,0,17.5,0.4,0.427,0.324,0.47,24,0.792,130,Not MVP
2001,Tyus Edney,0,263,16.6,5.2,35.7,3.5,0,18.8,0.5,0.385,0.167,0.4,39,0.897,106,Not MVP
2001,Vernon Maxwell,12,1320,6.566666667,5.633333333,11.53333333,1.666666667,0.366666667,12.96666667,0.033333333,0.326333333,0.303666667,0.348333333,21.33333333,0.646,402,Not MVP
2001,Vin Baker,27,2129,13,11.6,7,0.9,2.5,14.1,1.8,0.422,0.063,0.429,321,0.723,927,Not MVP
2001,Vince Carter,75,2979,25,7.9,19.2,2,1.9,8.2,12.9,0.46,0.408,0.477,502,0.765,2070,Not MVP
2001,Vinny Del,2,1844,10.96666667,4.866666667,21.83333333,1.433333333,0.2,12,1.1,0.438,0.062666667,0.458666667,29.33333333,0.941666667,508,Not MVP
2001,Vitaly Potapenko,7,1901,12.8,15.2,5.9,1.4,0.9,15.1,3.4,0.476,,0.476,158,0.728,611,Not MVP
2001,Vlade Divac,81,2420,17.7,15,15.2,1.8,2.6,17.4,7.4,0.482,0.286,0.486,350,0.691,974,Not MVP
2001,Vladimir Stepania,0,280,12.2,22.4,9.4,1.9,2.9,15.6,0.2,0.318,0.25,0.321,34,0.735,82,Not MVP
2001,Vonteego Cummings,11,1495,10.4,4.9,24.4,2.3,0.7,13.8,0.2,0.344,0.336,0.348,116,0.681,483,Not MVP
2001,Voshon Lenard,58,2331,13.2,5.4,13.4,1.4,0.5,9.9,3.5,0.397,0.385,0.407,192,0.797,972,Not MVP
2001,Wally Szczerbiak,82,2856,15.8,8.9,14.5,1.1,0.8,12,7.4,0.51,0.338,0.526,208,0.87,1145,Not MVP
2001,Walt Williams,31,1583,12.6,9,10,1,1.2,11.4,3,0.394,0.395,0.392,126,0.77,599,Not MVP
2001,Walter McCarty,3,478,9.2,9.9,13.5,1.5,1.1,12.6,0.7,0.357,0.339,0.371,28,0.786,131,Not MVP
2001,Wang Zhizhi,0,38,14.9,10.3,0,0,0,4.1,0.1,0.421,0,0.471,10,0.8,24,Not MVP
2001,Wesley Person,22,958,11.6,7.9,11.2,1.5,0.8,11.6,1.2,0.438,0.405,0.452,30,0.8,314,Not MVP
2001,Will Perdue,0,58,18.5,18.5,5.3,2.8,2.6,0,0.3,0.667,,0.667,4,0.5,14,Not MVP
2001,William Avery,0,463,9,3.6,24,1.5,0.6,22,0,0.382,0.271,0.459,36,0.778,154,Not MVP
2001,Zan Tabak,14,777,10.5,15.5,7.3,0.7,2.8,21.6,0.9,0.527,,0.527,47,0.426,216,Not MVP
2001,Zendon Hamilton,0,19,5.7,24.1,0,0,0,13.8,0,0.222,,0.222,8,0.625,9,Not MVP
2001,Zydrunas Ilgauskas,24,616,16,15,5.4,1.3,4.4,18.3,0.7,0.487,0,0.491,78,0.679,281,Not MVP
2002,A.J. Guyton,6,607,11.8,4.2,23.6,0.9,0.9,12.6,0.1,0.361,0.374,0.347,27,0.815,244,Not MVP
2002,Aaron McKie,16,1471,15.8,7.4,21.7,2.1,0.7,14.6,3.9,0.449,0.398,0.467,122,0.787,587,Not MVP
2002,Aaron Williams,13,1546,15.2,12.3,8.1,1,3.5,13.2,5,0.526,0,0.529,186,0.699,592,Not MVP
2002,Adonal Foyle,36,1485,12.5,13.9,4.3,1.2,7.7,15.1,1.2,0.444,,0.444,93,0.398,379,Not MVP
2002,Adrian Griffin,34,1383,14.2,9.2,11.3,2.8,0.6,9.9,3.5,0.499,0.296,0.534,49,0.837,415,Not MVP
2002,Al Harrington,1,1313,14.3,11.9,7.3,1.6,1.1,12.5,2.6,0.475,0.333,0.476,144,0.799,576,Not MVP
2002,Alan Henderson,1,422,13.4,13.1,4.4,1.4,2.6,13.4,0.7,0.509,1,0.504,45,0.533,143,Not MVP
2002,Allan Houston,77,2914,15.2,5,12.6,1,0.3,10.5,4.7,0.437,0.393,0.452,339,0.87,1567,Not MVP
2002,Alonzo Mourning*,74,2455,18.9,15,6.8,0.6,5.8,14.7,7.4,0.516,0.333,0.517,431,0.657,1178,Not MVP
2002,Alton Ford,0,452,10,13.4,2.4,0.7,1.1,18.3,0.8,0.517,,0.517,57,0.737,164,Not MVP
2002,Alvin Jones,2,126,6.2,16.2,3.7,1.3,5.4,27.6,0.1,0.4,,0.4,20,0.5,26,Not MVP
2002,Alvin Williams,82,2927,13.8,5.5,26.6,2.5,0.7,12.7,5.2,0.415,0.321,0.438,140,0.736,971,Not MVP
2002,Amal McCaskill,0,153,10.2,13.5,4.3,2.1,4.6,18.8,0,0.408,,0.408,26,0.462,52,Not MVP
2002,Andre Miller,81,3023,21.8,7.4,49.8,2.2,0.8,16.5,10.3,0.454,0.253,0.472,447,0.817,1335,Not MVP
2002,Andrei Kirilenko,40,2151,18.8,11.2,7.4,2.9,5.9,11.9,7.3,0.45,0.25,0.488,371,0.768,880,Not MVP
